timestamp,trading_date,ticker,underlying_symbol,fire_direction,fire_price,fire_source,entry_candidate_time,current_time_bucket,option_contract_candidate,option_symbol,expiry,strike,call_or_put,premium_mid,premium_bid,premium_ask,premium_band,spread_pct,volume,open_interest,gex_state,distance_to_wall_bps,wall_bucket,day_type,trend_or_chop_state,vix_level,vix_change_from_open,flow_5m_direction,flow_5m_net_premium,flow_5m_agreement,flow_tier,flow_exhaustion_flag,confirmation_entry_outcome,confirmation_timestamp,confirmation_price,red_flag_count,red_flags_json,positive_stack_score,policy_flags_eq_0_pass,policy_flags_le_1_pass,policy_full_combined_pass,missing_data,notes_json
2026-07-09T13:31:17.627Z,2026-07-09,SPXW,SPX,bear,7489.45,BEAR_RUG,2026-07-09T13:32:17.627Z,9:30-10,SPXW260709P07490000,SPXW260709P07490000,2026-07-09,7490,put,17.85,17.7,18,other,1.7,,,positive,6,<20,,,16.92,0,bearish,-1327474,true,one-sided,false,confirmed,2026-07-09T13:32:23.775Z,20,2,"{""afternoon"":false,""posgex_noroom"":true,""flow_exhausted"":true,""flow_against"":false,""pin"":false,""breakeven"":false}",0,false,false,false,,"{""executed"":false,""note"":""bear_above_prior_close ($7489.45 >= $7483.35)"",""unknown_flags"":0}"
2026-07-09T13:32:17.624Z,2026-07-09,QQQ,QQQ,bull,716.87,BULL_REVERSE,2026-07-09T13:33:17.624Z,9:30-10,QQQ260709C00717000,QQQ260709C00717000,2026-07-09,717,call,3.145,3.13,3.16,bad_2-10,1,,,positive,72,50-100(sweet),,,17.05,0.13,bullish,160818,true,mixed,false,confirmed,2026-07-09T13:33:25.824Z,3.2350000000000003,1,"{""afternoon"":false,""posgex_noroom"":false,""flow_exhausted"":false,""flow_against"":false,""pin"":false,""breakeven"":true}",2,false,true,false,,"{""executed"":true,""note"":""ok"",""unknown_flags"":0}"
2026-07-09T13:34:17.626Z,2026-07-09,QQQ,QQQ,bear,718.7,BEAR_RUG,2026-07-09T13:35:17.626Z,9:30-10,QQQ260709P00719000,QQQ260709P00719000,2026-07-09,719,put,3.06,3.04,3.08,bad_2-10,1.3,,,positive,121,>100,,,16.83,-0.09,bullish,4092767,false,one-sided,false,not_confirmed,2026-07-09T13:35:25.690Z,2.615,3,"{""afternoon"":false,""posgex_noroom"":false,""flow_exhausted"":true,""flow_against"":true,""pin"":false,""breakeven"":true}",0,false,false,false,,"{""executed"":false,""note"":""bear_above_prior_close ($718.70 >= $711.29)"",""unknown_flags"":0}"
2026-07-09T13:52:17.690Z,2026-07-09,SPY,SPY,bull,748.8,BULL_REVERSE,2026-07-09T13:53:17.690Z,9:30-10,SPY260709C00749000,SPY260709C00749000,2026-07-09,749,call,1.3849999999999998,1.38,1.39,good_0.5-2,0.7,,,positive,3,<20,,,16.5,-0.42,bearish,-2878310,false,mixed,false,confirmed,2026-07-09T13:53:26.154Z,1.435,2,"{""afternoon"":false,""posgex_noroom"":true,""flow_exhausted"":false,""flow_against"":true,""pin"":false,""breakeven"":false}",1,false,false,false,,"{""executed"":true,""note"":""ok"",""unknown_flags"":0}"
2026-07-09T14:20:17.734Z,2026-07-09,QQQ,QQQ,bear,716.155,BEAR_RUG,2026-07-09T14:21:17.734Z,10-11,QQQ260709P00716000,QQQ260709P00716000,2026-07-09,716,put,2.83,2.81,2.85,bad_2-10,1.4,,,positive,86,50-100(sweet),,,17,0.08,bearish,-3530375,true,one-sided,false,confirmed,2026-07-09T14:21:25.855Z,3.22,2,"{""afternoon"":false,""posgex_noroom"":false,""flow_exhausted"":true,""flow_against"":false,""pin"":false,""breakeven"":true}",1,false,false,false,,"{""executed"":false,""note"":""bear_above_prior_close ($716.15 >= $711.29)"",""unknown_flags"":0}"
2026-07-09T14:21:17.736Z,2026-07-09,QQQ,QQQ,bull,715.25,BULL_REVERSE,2026-07-09T14:22:17.736Z,10-11,QQQ260709C00715000,QQQ260709C00715000,2026-07-09,715,call,3.0949999999999998,3.08,3.11,bad_2-10,1,,,positive,150,>100,,,17.09,0.17,bearish,-4265346,false,one-sided,false,confirmed,2026-07-09T14:22:25.792Z,3.115,3,"{""afternoon"":false,""posgex_noroom"":false,""flow_exhausted"":true,""flow_against"":true,""pin"":false,""breakeven"":true}",0,false,false,false,,"{""executed"":true,""note"":""ok"",""unknown_flags"":0}"
2026-07-09T14:54:17.788Z,2026-07-09,QQQ,QQQ,bear,718.235,BEAR_RUG,2026-07-09T14:55:17.788Z,10-11,QQQ260709P00718000,QQQ260709P00718000,2026-07-09,718,put,2.135,2.12,2.15,bad_2-10,1.4,,,positive,45,20-50,,,16.58,-0.34,bearish,-2009107,true,one-sided,false,not_confirmed,2026-07-09T14:55:25.050Z,1.8250000000000002,1,"{""afternoon"":false,""posgex_noroom"":false,""flow_exhausted"":true,""flow_against"":false,""pin"":false,""breakeven"":false}",0,false,true,false,,"{""executed"":false,""note"":""bear_above_prior_close ($718.24 >= $711.29)"",""unknown_flags"":0}"
2026-07-09T16:03:17.909Z,2026-07-09,SPY,SPY,bull,750.38,BULL_REVERSE,2026-07-09T16:04:17.909Z,lunch,SPY260709C00750000,SPY260709C00750000,2026-07-09,750,call,1.065,1.06,1.07,good_0.5-2,0.9,,,positive,8,<20,,,16.05,-0.87,bullish,3096956,true,mixed,false,not_confirmed,2026-07-09T16:04:26.219Z,1.005,2,"{""afternoon"":false,""posgex_noroom"":true,""flow_exhausted"":false,""flow_against"":false,""pin"":true,""breakeven"":false}",2,false,false,false,,"{""executed"":true,""note"":""ok"",""unknown_flags"":0}"
2026-07-09T17:10:17.980Z,2026-07-09,SPY,SPY,bull,751.12,BULL_REVERSE,2026-07-09T17:11:17.980Z,lunch,SPY260709C00751000,SPY260709C00751000,2026-07-09,751,call,0.695,0.69,0.7,good_0.5-2,1.4,,,positive,38,20-50,,,15.96,-0.96,bullish,4039849,true,mixed,false,confirmed,2026-07-09T17:11:24.455Z,0.835,1,"{""afternoon"":false,""posgex_noroom"":false,""flow_exhausted"":false,""flow_against"":false,""pin"":true,""breakeven"":false}",2,false,true,true,,"{""executed"":true,""note"":""ok"",""unknown_flags"":0}"
2026-07-09T17:59:18.030Z,2026-07-09,SPXW,SPX,bear,7541.65,BEAR_RUG,2026-07-09T18:00:18.030Z,13:30-15,SPXW260709P07540000,SPXW260709P07540000,2026-07-09,7540,put,4.65,4.6,4.7,bad_2-10,2.2,,,positive,55,50-100(sweet),,,16.04,-0.88,bullish,4425619,false,mixed,false,not_confirmed,2026-07-09T18:00:25.963Z,3.55,3,"{""afternoon"":true,""posgex_noroom"":false,""flow_exhausted"":false,""flow_against"":true,""pin"":true,""breakeven"":false}",1,false,false,false,,"{""executed"":false,""note"":""bear_above_prior_close ($7541.65 >= $7483.35)"",""unknown_flags"":0}"
